STNLU,NASDAQ,SENTINEL ENERGY SERVICES INC.,FINANCE,BUSINESS SERVICES	
STNLW,NASDAQ,SENTINEL ENERGY SERVICES INC.,FINANCE,BUSINESS SERVICES	
STO,NYSE,STATOIL ASA,ENERGY,INTEGRATED OIL COMPANIES	
STON,NYSE,STONEMOR PARTNERS L.P.,CONSUMER SERVICES,OTHER CONSUMER SERVICES	
STOR,NYSE,STORE CAPITAL CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
STPP,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS	
STRA,NASDAQ,"STRAYER EDUCATION; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
STRL,NASDAQ,STERLING CONSTRUCTION COMPANY INC,BASIC INDUSTRIES,MILITARY/GOVERNMENT/TECHNICAL	
STRM,NASDAQ,"STREAMLINE HEALTH SOLUTIONS; INC.",TECHNOLOGY,EDP SERVICES	
STRS,NASDAQ,STRATUS PROPERTIES INC.,CONSUMER SERVICES,HOMEBUILDING	
STRT,NASDAQ,STRATTEC SECURITY CORPORATION,CAPITAL GOODS,AUTO PARTS:O.E.M.	
STT,NYSE,STATE STREET CORPORATION,FINANCE,MAJOR BANKS	
STT^C,NYSE,STATE STREET CORPORATION,N/A,N/A	
STT^D,NYSE,STATE STREET CORPORATION,N/A,N/A	
STT^E,NYSE,STATE STREET CORPORATION,N/A,N/A	
STT^G,NYSE,STATE STREET CORPORATION,N/A,N/A	
STWD,NYSE,"STARWOOD PROPERTY TRUST; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
STX,NASDAQ,SEAGATE TECHNOLOGY PLC,TECHNOLOGY,ELECTRONIC COMPONENTS	
STXB,NASDAQ,"SPIRIT OF TEXAS BANCSHARES; INC.",FINANCE,MAJOR BANKS	
STZ,NYSE,CONSTELLATION BRANDS INC,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)	
STZ.B,NYSE,CONSTELLATION BRANDS INC,N/A,N/A	
SU,NYSE,SUNCOR ENERGY  INC.,ENERGY,INTEGRATED OIL COMPANIES	
SUI,NYSE,"SUN COMMUNITIES; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
SUM,NYSE,"SUMMIT MATERIALS; INC.",BASIC INDUSTRIES,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)	
SUMR,NASDAQ,"SUMMER INFANT; INC.",CONSUMER DURABLES,MISCELLANEOUS MANUFACTURING INDUSTRIES	
SUN,NYSE,SUNOCO LP,ENERGY,OIL REFINING/MARKETING	
SUNS,NASDAQ,SOLAR SENIOR CAPITAL LTD.,N/A,N/A	
SUNW,NASDAQ,"SUNWORKS; INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
SUP,NYSE,"SUPERIOR INDUSTRIES INTERNATIONAL; INC.",CAPITAL GOODS,AUTO PARTS:O.E.M.	
SUPN,NASDAQ,"SUPERNUS PHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
SUPV,NYSE,GRUPO SUPERVIELLE S.A.,FINANCE,COMMERCIAL BANKS	
SURF,NASDAQ,"SURFACE ONCOLOGY; INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
SUSB,NASDAQ,ISHARES ESG 1-5 YEAR USD CORPORATE BOND ETF,N/A,N/A	
SUSC,NASDAQ,ISHARES ESG USD CORPORATE BOND ETF,N/A,N/A	
SVA,NASDAQ,"SINOVAC BIOTECH; LTD.",HEALTH CARE,MAJOR PHARMACEUTICALS	
SVBI,NASDAQ,SEVERN BANCORP INC,FINANCE,MAJOR BANKS	
SVRA,NASDAQ,"SAVARA; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
SVU,NYSE,SUPERVALU INC.,CONSUMER NON-DURABLES,FOOD DISTRIBUTORS	
SVVC,NASDAQ,"FIRSTHAND TECHNOLOGY VALUE FUND; INC.",N/A,N/A	
SWCH,NYSE,"SWITCH; INC.",TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING; DATA PROCESSING"	
SWIN,NASDAQ,ALPS/DORSEY WRIGHT SECTOR MOMENTUM ETF,N/A,N/A	
SWIR,NASDAQ,"SIERRA WIRELESS; INC.",TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT	
SWJ,NYSE,"STANLEY BLACK & DECKER; INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
SWK,NYSE,"STANLEY BLACK & DECKER; INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
SWKS,NASDAQ,"SKYWORKS SOLUTIONS; INC.",TECHNOLOGY,SEMICONDUCTORS	
SWM,NYSE,"SCHWEITZER-MAUDUIT INTERNATIONAL; INC.",BASIC INDUSTRIES,PAPER	
SWN,NYSE,SOUTHWESTERN ENERGY COMPANY,ENERGY,OIL & GAS PRODUCTION	
SWP,NYSE,"STANLEY BLACK & DECKER; INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
SWX,NYSE,"SOUTHWEST GAS HOLDINGS; INC.",PUBLIC UTILITIES,OIL & GAS PRODUCTION	
SWZ,NYSE,"SWISS HELVETIA FUND; INC. (THE)",N/A,N/A	
SXC,NYSE,"SUNCOKE ENERGY; INC.",BASIC INDUSTRIES,STEEL/IRON ORE	
SXCP,NYSE,"SUNCOKE ENERGY PARTNERS; L.P.",BASIC INDUSTRIES,STEEL/IRON ORE	
SXE,NYSE,"SOUTHCROSS ENERGY PARTNERS; L.P.",PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION	
SXI,NYSE,STANDEX INTERNATIONAL CORPORATION,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS	
SXT,NYSE,SENSIENT TECHNOLOGIES CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS	
SYBT,NASDAQ,"STOCK YARDS BANCORP; INC.",FINANCE,MAJOR BANKS	
SYBX,NASDAQ,"SYNLOGIC; INC.",N/A,N/A	
SYF,NYSE,SYNCHRONY FINANCIAL,FINANCE,FINANCE: CONSUMER SERVICES	
SYK,NYSE,STRYKER CORPORATION,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
SYKE,NASDAQ,"SYKES ENTERPRISES; INCORPORATED",TECHNOLOGY,EDP SERVICES	
SYMC,NASDAQ,SYMANTEC CORPORATION,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
SYNA,NASDAQ,SYNAPTICS INCORPORATED,TECHNOLOGY,SEMICONDUCTORS	
SYNC,NASDAQ,"SYNACOR; INC.",TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING; DATA PROCESSING"	
SYNH,NASDAQ,"SYNEOS HEALTH; INC.",HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH	
SYNL,NASDAQ,SYNALLOY CORPORATION,BASIC INDUSTRIES,STEEL/IRON ORE	
SYNT,NASDAQ,"SYNTEL; INC.",TECHNOLOGY,EDP SERVICES	
SYPR,NASDAQ,"SYPRIS SOLUTIONS; INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
SYRS,NASDAQ,"SYROS PHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
SYX,NYSE,SYSTEMAX INC.,CONSUMER SERVICES,CATALOG/SPECIALTY DISTRIBUTION	
SYY,NYSE,SYSCO CORPORATION,CONSUMER NON-DURABLES,FOOD DISTRIBUTORS	
SZC,NYSE,CUSHING RENAISSANCE FUND (THE),N/A,N/A	
Symbol,NYSE,NAME,SECTOR,INDUSTRY	
T,NYSE,AT&T INC.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TA,NASDAQ,TRAVELCENTERS OF AMERICA LLC,CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
TAC,NYSE,TRANSALTA CORPORATION,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL	
TACO,NASDAQ,"DEL TACO RESTAURANTS; INC.",CONSUMER SERVICES,RESTAURANTS	
TACOW,NASDAQ,"DEL TACO RESTAURANTS; INC.",CONSUMER SERVICES,RESTAURANTS	
TACT,NASDAQ,TRANSACT TECHNOLOGIES INCORPORATED,TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT	
TAHO,NYSE,"TAHOE RESOURCES; INC.",BASIC INDUSTRIES,PRECIOUS METALS	
TAIT,NASDAQ,TAITRON COMPONENTS INCORPORATED,CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS	
TAL,NYSE,TAL EDUCATION GROUP,CONSUMER SERVICES,OTHER CONSUMER SERVICES	
TALO,NYSE,"TALOS ENERGY; INC.",N/A,N/A	
TANH,NASDAQ,TANTECH HOLDINGS LTD.,BASIC INDUSTRIES,MAJOR CHEMICALS	
TANNI,NASDAQ,TRAVELCENTERS OF AMERICA LLC,CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
TANNL,NASDAQ,TRAVELCENTERS OF AMERICA LLC,CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
TANNZ,NASDAQ,TRAVELCENTERS OF AMERICA LLC,CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
TAP,NYSE,MOLSON COORS BREWING  COMPANY,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)	
TAP.A,NYSE,MOLSON COORS BREWING  COMPANY,N/A,N/A	
TAPR,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS	
TARO,NYSE,TARO PHARMACEUTICAL INDUSTRIES LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS	
TAST,NASDAQ,"CARROLS RESTAURANT GROUP; INC.",CONSUMER SERVICES,RESTAURANTS	
TATT,NASDAQ,TAT TECHNOLOGIES LTD.,CAPITAL GOODS,AEROSPACE	
TAX,NASDAQ,"LIBERTY TAX; INC.",MISCELLANEOUS,MULTI-SECTOR COMPANIES	
TAYD,NASDAQ,"TAYLOR DEVICES; INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
TBB,NYSE,AT&T INC.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TBBK,NASDAQ,"THE BANCORP; INC.",FINANCE,MAJOR BANKS	
TBI,NYSE,"TRUEBLUE; INC.",TECHNOLOGY,PROFESSIONAL SERVICES	
TBK,NASDAQ,"TRIUMPH BANCORP; INC.",FINANCE,MAJOR BANKS	
TBNK,NASDAQ,TERRITORIAL BANCORP INC.,FINANCE,SAVINGS INSTITUTIONS	
TBPH,NASDAQ,"THERAVANCE BIOPHARMA; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
TCAP,NYSE,TRIANGLE CAPITAL CORPORATION,N/A,N/A	
TCBI,NASDAQ,"TEXAS CAPITAL BANCSHARES; INC.",FINANCE,MAJOR BANKS	
TCBIL,NASDAQ,"TEXAS CAPITAL BANCSHARES; INC.",FINANCE,MAJOR BANKS	
TCBIP,NASDAQ,"TEXAS CAPITAL BANCSHARES; INC.",FINANCE,MAJOR BANKS	
TCBIW,NASDAQ,"TEXAS CAPITAL BANCSHARES; INC.",FINANCE,MAJOR BANKS	
TCBK,NASDAQ,TRICO BANCSHARES,FINANCE,MAJOR BANKS	
TCCA,NYSE,TRIANGLE CAPITAL CORPORATION,N/A,N/A	
TCCB,NYSE,TRIANGLE CAPITAL CORPORATION,N/A,N/A	
TCCO,NASDAQ,TECHNICAL COMMUNICATIONS CORPORATION,TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT	
TCF,NYSE,TCF FINANCIAL CORPORATION,FINANCE,MAJOR BANKS	
TCF.WS,NYSE,TCF FINANCIAL CORPORATION,N/A,N/A	
TCFC,NASDAQ,THE COMMUNITY FINANCIAL CORPORATION,FINANCE,MAJOR BANKS	
TCF^D,NYSE,TCF FINANCIAL CORPORATION,N/A,N/A	
TCGP,NASDAQ,THE CARLYLE GROUP L.P.,FINANCE,INVESTMENT MANAGERS	
TCI,NYSE,"TRANSCONTINENTAL REALTY INVESTORS; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
TCMD,NASDAQ,"TACTILE SYSTEMS TECHNOLOGY; INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
TCO,NYSE,"TAUBMAN CENTERS; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
TCON,NASDAQ,"TRACON PHARMACEUTICALS; INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
TCO^J,NYSE,"TAUBMAN CENTERS; INC.",N/A,N/A	
TCO^K,NYSE,"TAUBMAN CENTERS; INC.",N/A,N/A	
TCP,NYSE,"TC PIPELINES; LP",PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION	
TCPC,NASDAQ,TCP CAPITAL CORP.,N/A,N/A	
TCRD,NASDAQ,"THL CREDIT; INC.",N/A,N/A	
TCRX,NYSE,"THL CREDIT; INC.",N/A,N/A	
TCRZ,NYSE,"THL CREDIT; INC.",N/A,N/A	
TCS,NYSE,CONTAINER STORE (THE),CONSUMER SERVICES,HOME FURNISHINGS	
TCX,NASDAQ,TUCOWS INC.,TECHNOLOGY,EDP SERVICES	
TD,NYSE,TORONTO DOMINION BANK (THE),FINANCE,COMMERCIAL BANKS	
TDA,NYSE,"TELEPHONE AND DATA SYSTEMS; INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TDC,NYSE,TERADATA CORPORATION,TECHNOLOGY,COMPUTER MANUFACTURING	
TDE,NYSE,"TELEPHONE AND DATA SYSTEMS; INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TDF,NYSE,"TEMPLETON DRAGON FUND; INC.",N/A,N/A	
TDG,NYSE,TRANSDIGM GROUP INCORPORATED,CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL	
TDI,NYSE,"TELEPHONE AND DATA SYSTEMS; INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TDIV,NASDAQ,FIRST TRUST NASDAQ TECHNOLOGY DIVIDEND INDEX FUND,N/A,N/A	
TDJ,NYSE,"TELEPHONE AND DATA SYSTEMS; INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TDOC,NYSE,"TELADOC; INC.",HEALTH CARE,MEDICAL/NURSING SERVICES	
TDS,NYSE,"TELEPHONE AND DATA SYSTEMS; INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TDW,NYSE,TIDEWATER INC.,CONSUMER SERVICES,MARINE TRANSPORTATION	
TDW.WS.A,NYSE,TIDEWATER INC.,N/A,N/A	
TDW.WS.B,NYSE,TIDEWATER INC.,N/A,N/A	
TDY,NYSE,TELEDYNE TECHNOLOGIES INCORPORATED,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
TEAM,NASDAQ,ATLASSIAN CORPORATION PLC,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
TECD,NASDAQ,TECH DATA CORPORATION,TECHNOLOGY,RETAIL: COMPUTER SOFTWARE & PERIPHERAL EQUIPMENT	
TECH,NASDAQ,BIO-TECHNE CORP,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
TECK,NYSE,TECK RESOURCES LTD,BASIC INDUSTRIES,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)	
TEDU,NASDAQ,"TARENA INTERNATIONAL; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
TEF,NYSE,TELEFONICA SA,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TEGP,NYSE,"TALLGRASS ENERGY GP; LP",PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION	
TEI,NYSE,"TEMPLETON EMERGING MARKETS INCOME FUND; INC.",N/A,N/A	
TEL,NYSE,TE CONNECTIVITY LTD.,CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS	
TELL,NASDAQ,TELLURIAN INC.,ENERGY,OIL & GAS PRODUCTION	
TEN,NYSE,TENNECO INC.,CAPITAL GOODS,AUTO PARTS:O.E.M.	
TENX,NASDAQ,"TENAX THERAPEUTICS; INC.",HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH	
TEO,NYSE,TELECOM ARGENTINA STET - FRANCE TELECOM S.A.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TEP,NYSE,"TALLGRASS ENERGY PARTNERS; LP",PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION	
TER,NYSE,"TERADYNE; INC.",CAPITAL GOODS,ELECTRICAL PRODUCTS	
TERP,NASDAQ,"TERRAFORM POWER; INC.",PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL	
TESS,NASDAQ,TESSCO TECHNOLOGIES INCORPORATED,CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS	
TEVA,NYSE,TEVA PHARMACEUTICAL INDUSTRIES LIMITED,HEALTH CARE,MAJOR PHARMACEUTICALS	
TEX,NYSE,TEREX CORPORATION,CAPITAL GOODS,CONSTRUCTION/AG EQUIPMENT/TRUCKS	
TFSL,NASDAQ,TFS FINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS	
TFX,NYSE,TELEFLEX INCORPORATED,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
TG,NYSE,TREDEGAR CORPORATION,CAPITAL GOODS,METAL FABRICATIONS	
TGA,NASDAQ,TRANSGLOBE ENERGY CORPORATION,ENERGY,OIL & GAS PRODUCTION	
TGEN,NASDAQ,TECOGEN INC.,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
TGH,NYSE,TEXTAINER GROUP HOLDINGS LIMITED,TECHNOLOGY,DIVERSIFIED COMMERCIAL SERVICES	
TGI,NYSE,"TRIUMPH GROUP; INC.",CAPITAL GOODS,AEROSPACE	
TGLS,NASDAQ,TECNOGLASS INC.,CONSUMER DURABLES,ELECTRONIC COMPONENTS	
TGNA,NYSE,TEGNA INC.,CONSUMER SERVICES,BROADCASTING	
TGP,NYSE,TEEKAY LNG PARTNERS L.P.,CONSUMER SERVICES,MARINE TRANSPORTATION	
TGP^A,NYSE,TEEKAY LNG PARTNERS L.P.,N/A,N/A	
TGP^B,NYSE,TEEKAY LNG PARTNERS L.P.,N/A,N/A	
TGS,NYSE,TRANSPORTADORA DE GAS SA ORD B,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION	
TGT,NYSE,TARGET CORPORATION,CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES	
TGTX,NASDAQ,"TG THERAPEUTICS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
THC,NYSE,TENET HEALTHCARE CORPORATION,HEALTH CARE,HOSPITAL/NURSING MANAGEMENT	
THFF,NASDAQ,FIRST FINANCIAL CORPORATION INDIANA,FINANCE,MAJOR BANKS	
THG,NYSE,"THE HANOVER INSURANCE GROUP; INC.",FINANCE,PROPERTY-CASUALTY INSURERS	
THGA,NYSE,"THE HANOVER INSURANCE GROUP; INC.",FINANCE,PROPERTY-CASUALTY INSURERS	
THO,NYSE,"THOR INDUSTRIES; INC.",CONSUMER NON-DURABLES,HOMEBUILDING	
THQ,NYSE,TEKLA HEALTHCARE OPPORTUNIES FUND,N/A,N/A	
THR,NYSE,"THERMON GROUP HOLDINGS; INC.",ENERGY,INDUSTRIAL MACHINERY/COMPONENTS	
THRM,NASDAQ,GENTHERM INC,CAPITAL GOODS,AUTO PARTS:O.E.M.	
THS,NYSE,"TREEHOUSE FOODS; INC.",CONSUMER NON-DURABLES,PACKAGED FOODS	
THST,NASDAQ,"TRUETT-HURST; INC.",CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)	
THW,NYSE,TEKLA WORLD HEALTHCARE FUND,N/A,N/A	
TI,NYSE,TELECOM ITALIA S.P.A.,CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT	
TI.A,NYSE,TELECOM ITALIA S.P.A.,N/A,N/A	
TIBR,NASDAQ,TIBERIUS ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES	
TIBRU,NASDAQ,TIBERIUS ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES	
TIBRW,NASDAQ,TIBERIUS ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES	
TIER,NYSE,"TIER REIT; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
TIF,NYSE,TIFFANY & CO.,CONSUMER SERVICES,CONSUMER SPECIALTIES	
TIG,NASDAQ,TIGENIX,HEALTH CARE,MAJOR PHARMACEUTICALS	
TILE,NASDAQ,"INTERFACE; INC.",CONSUMER DURABLES,HOME FURNISHINGS	
TIPT,NASDAQ,TIPTREE INC.,FINANCE,PROPERTY-CASUALTY INSURERS	
TISA,NASDAQ,"TOP IMAGE SYSTEMS; LTD.",TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT	
TISI,NYSE,"TEAM; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
TITN,NASDAQ,TITAN MACHINERY INC.,CONSUMER SERVICES,OTHER SPECIALTY STORES	
TIVO,NASDAQ,TIVO CORPORATION,MISCELLANEOUS,MULTI-SECTOR COMPANIES	
TJX,NYSE,"TJX COMPANIES; INC. (THE)",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES	
TK,NYSE,TEEKAY CORPORATION,TRANSPORTATION,MARINE TRANSPORTATION	
TKC,NYSE,TURKCELL ILETISIM HIZMETLERI AS,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TKR,NYSE,TIMKEN COMPANY (THE),CAPITAL GOODS,METAL FABRICATIONS	
TLF,NASDAQ,"TANDY LEATHER FACTORY; INC.",CONSUMER NON-DURABLES,APPAREL	
TLGT,NASDAQ,"TELIGENT; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
TLI,NYSE,WESTERN ASSET CORPORATE LOAN FUND INC,N/A,N/A	
TLK,NYSE,"PT TELEKOMUNIKASI INDONESIA; TBK",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TLND,NASDAQ,TALEND S.A.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
TLP,NYSE,TRANSMONTAIGNE PARTNERS L.P.,ENERGY,NATURAL GAS DISTRIBUTION	
TLRA,NYSE,"TELARIA; INC.",TECHNOLOGY,ADVERTISING	
TLRD,NYSE,"TAILORED BRANDS; INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES	
TLT,NASDAQ,ISHARES 20+ YEAR TREASURY BOND ETF,N/A,N/A	
TLYS,NYSE,"TILLY&#39;S; INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES	
TM,NYSE,TOYOTA MOTOR CORP LTD ORD,CAPITAL GOODS,AUTO MANUFACTURING	
TMCXU,NASDAQ,TRINITY MERGER CORP.,N/A,N/A	
TMHC,NYSE,TAYLOR MORRISON HOME CORPORATION,CAPITAL GOODS,HOMEBUILDING	
TMK,NYSE,TORCHMARK CORPORATION,FINANCE,LIFE INSURANCE	
TMK^C,NYSE,TORCHMARK CORPORATION,N/A,N/A	
TMO,NYSE,THERMO FISHER SCIENTIFIC INC,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
TMSR,NASDAQ,TMSR HOLDING COMPANY LIMITED,FINANCE,BUSINESS SERVICES	
TMST,NYSE,TIMKEN STEEL CORPORATION,BASIC INDUSTRIES,STEEL/IRON ORE	
TMUS,NASDAQ,"T-MOBILE US; INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
TNAV,NASDAQ,"TELENAV; INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
TNC,NYSE,TENNANT COMPANY,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS	
TNDM,NASDAQ,"TANDEM DIABETES CARE; INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
TNET,NYSE,"TRINET GROUP; INC.",MISCELLANEOUS,BUSINESS SERVICES	
TNK,NYSE,TEEKAY TANKERS LTD.,CONSUMER SERVICES,MARINE TRANSPORTATION	
TNP,NYSE,TSAKOS ENERGY NAVIGATION LTD,TRANSPORTATION,MARINE TRANSPORTATION	
TNP^B,NYSE,TSAKOS ENERGY NAVIGATION LTD,N/A,N/A	
TNP^C,NYSE,TSAKOS ENERGY NAVIGATION LTD,N/A,N/A	
TNP^D,NYSE,TSAKOS ENERGY NAVIGATION LTD,N/A,N/A	
TNP^E,NYSE,TSAKOS ENERGY NAVIGATION LTD,N/A,N/A	
TNTR,NASDAQ,"TINTRI; INC.",TECHNOLOGY,EDP SERVICES	
TNXP,NASDAQ,TONIX PHARMACEUTICALS HOLDING CORP.,HEALTH CARE,MAJOR PHARMACEUTICALS	
TOCA,NASDAQ,TOCAGEN INC.,HEALTH CARE,MAJOR PHARMACEUTICALS	
TOL,NYSE,"TOLL BROTHERS; INC.",CAPITAL GOODS,HOMEBUILDING	
TOO,NYSE,TEEKAY OFFSHORE PARTNERS L.P.,CONSUMER SERVICES,MARINE TRANSPORTATION	
TOO^A,NYSE,TEEKAY OFFSHORE PARTNERS L.P.,N/A,N/A	
TOO^B,NYSE,TEEKAY OFFSHORE PARTNERS L.P.,N/A,N/A	
TOO^E,NYSE,TEEKAY OFFSHORE PARTNERS L.P.,N/A,N/A	
TOPS,NASDAQ,TOP SHIPS INC.,TRANSPORTATION,MARINE TRANSPORTATION	
TORC,NASDAQ,"RESTORBIO; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
TOT,NYSE,TOTAL S.A.,ENERGY,OIL & GAS PRODUCTION	
TOUR,NASDAQ,TUNIU CORPORATION,CONSUMER SERVICES,TRANSPORTATION SERVICES	
TOWN,NASDAQ,TOWNE BANK,N/A,N/A	
TOWR,NYSE,"TOWER INTERNATIONAL; INC.",CAPITAL GOODS,AUTO PARTS:O.E.M.	
TPB,NYSE,"TURNING POINT BRANDS; INC.",CONSUMER NON-DURABLES,TOBACCO	
TPC,NYSE,TUTOR PERINI CORPORATION,BASIC INDUSTRIES,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS	
TPGE,NYSE,TPG PACE ENERGY HOLDINGS CORP.,FINANCE,BUSINESS SERVICES	
TPGE.U,NYSE,TPG PACE ENERGY HOLDINGS CORP.,N/A,N/A	
TPGE.WS,NYSE,TPG PACE ENERGY HOLDINGS CORP.,N/A,N/A	
TPGH,NYSE,TPG PACE HOLDINGS CORP.,FINANCE,BUSINESS SERVICES	
TPGH.U,NYSE,TPG PACE HOLDINGS CORP.,N/A,N/A	
TPGH.WS,NYSE,TPG PACE HOLDINGS CORP.,N/A,N/A	
TPH,NYSE,"TRI POINTE GROUP; INC.",CAPITAL GOODS,HOMEBUILDING	
TPIC,NASDAQ,"TPI COMPOSITES; INC.",ENERGY,INDUSTRIAL MACHINERY/COMPONENTS	
TPIV,NASDAQ,TAPIMMUNE INC.,HEALTH CARE,MAJOR PHARMACEUTICALS	
TPL,NYSE,TEXAS PACIFIC LAND TRUST,ENERGY,OIL & GAS PRODUCTION	
TPR,NYSE,"TAPESTRY; INC.",CONSUMER NON-DURABLES,APPAREL	
